stimulus,rt,response,accuracy
fixation,0.500123499994515,99,0
602,1,99,0
fixation,0.500005300003977,99,0
534,1,99,0
fixation,0.500075900003139,99,0
606,1,99,0
fixation,0.499999199993908,99,0
608,1,99,0
fixation,0.871317100005399,99,0
600,0.628832799993688,1,0
fixation,0.500006399997801,99,0
605,1,99,0
fixation,0.500047900000936,99,0
367,1,99,0
fixation,0.500122799996461,99,0
602,1,99,0
fixation,0.500072800001362,99,0
604,1,99,0
fixation,0.500081700003648,99,0
249,1,99,0
fixation,0.50013079999917,99,0
608,1,99,0
fixation,0.50000700000237,99,0
607,1,99,0
fixation,0.50009190000128,99,0
602,1,99,0
fixation,0.500000899999577,99,0
604,1,99,0
fixation,0.500105799997982,99,0
602,1,99,0
fixation,0.500086200001533,99,0
609,1,99,0
fixation,0.813603999995394,99,0
600,0.686543000003439,1,0
fixation,0.500018099999579,99,0
432,1,99,0
fixation,0.500136999995448,99,0
607,1,99,0
fixation,0.777479500000481,99,0
600,0.722677500001737,1,0
fixation,0.500039499995182,99,0
604,1,99,0
fixation,0.500127300001623,99,0
585,1,99,0
fixation,0.900957199999539,99,0
600,0.599188400003186,1,0
fixation,0.500073199997132,99,0
606,1,99,0
fixation,0.948932699997385,99,0
600,0.551212400001532,1,0
fixation,0.500125999999,99,0
605,1,99,0
fixation,0.88262830000167,99,0
600,0.61751849999564,1,0
fixation,0.500071200003731,99,0
454,1,99,0
fixation,0.500095199997304,99,0
608,1,99,0
fixation,0.500056199998653,99,0
606,1,99,0
fixation,0.500068499997724,99,0
392,1,99,0
fixation,0.500096399999165,99,0
601,1,99,0
fixation,1.04372729999886,99,0
600,0.456726200005505,1,0
fixation,0.500105899998744,99,0
606,1,99,0
fixation,0.69652739999583,99,0
600,0.803622999999789,1,0
fixation,0.50005190000229,99,0
608,1,99,0
fixation,0.500049399997806,99,0
607,1,99,0
fixation,0.500100500001281,99,0
601,1,99,0
fixation,0.500094399998488,99,0
228,1,99,0
fixation,0.500063800005591,99,0
609,1,99,0
fixation,0.500046699999075,99,0
216,1,99,0
fixation,0.904519800002163,99,0
600,0.595627700000477,1,0
fixation,0.500054399999499,99,0
577,1,99,0
fixation,0.500093599999673,99,0
609,1,99,0
fixation,0.50009260000661,99,0
607,1,99,0
fixation,0.50000480000017,99,0
603,1,99,0
fixation,0.500061599996116,99,0
607,1,99,0
fixation,0.500046499997552,99,0
603,1,99,0
fixation,0.500101000005088,99,0
395,1,99,0
fixation,0.986161200002243,99,0
600,0.513993199994729,1,0
fixation,0.886269499998889,99,0
600,0.61387790000299,1,0
fixation,0.932679700003064,99,0
600,0.567467199995008,1,0
fixation,0.500136099995871,99,0
603,1,99,0
fixation,0.500061300001107,99,0
211,1,99,0
fixation,0.500078000004578,99,0
606,1,99,0
fixation,0.500084100000095,99,0
151,1,99,0
fixation,0.500022199994419,99,0
609,1,99,0
fixation,0.50006370000483,99,0
608,1,99,0
fixation,0.500008399998478,99,0
607,1,99,0
fixation,0.500101299992821,99,0
343,1,99,0
fixation,0.500012600001355,99,0
564,1,99,0
fixation,0.500040999999328,99,0
607,1,99,0
fixation,0.500040799997805,99,0
603,1,99,0
fixation,0.500072499999078,99,0
604,1,99,0
fixation,0.500113900001452,99,0
198,1,99,0
fixation,0.843557100000908,99,0
600,0.656922500005749,1,0
fixation,0.500019200000679,99,0
607,1,99,0
fixation,0.920456100000592,99,0
600,0.580007799995656,1,0
fixation,0.500130399996124,99,0
609,1,99,0
fixation,0.855270899999596,99,0
600,0.644877700004145,1,0
fixation,0.500074000003224,99,0
602,1,99,0
fixation,0.842043099997682,99,0
600,0.658108100004029,1,0
fixation,0.500054299998737,99,0
278,1,99,0
fixation,0.500124999998661,99,0
606,1,99,0
fixation,0.500113699999929,99,0
603,1,99,0
fixation,0.500065600004746,99,0
608,1,99,0
fixation,0.50006449999637,99,0
607,1,99,0
fixation,0.500030499999411,99,0
608,1,99,0
fixation,0.500037999998312,99,0
333,1,99,0
fixation,0.500133199995616,99,0
165,1,99,0
fixation,0.802403100002266,99,0
600,0.697747299993352,1,0
fixation,0.500038999998651,99,0
600,1,99,0
fixation,0.500061399994593,99,0
609,1,99,0
fixation,0.500125300000946,99,0
176,1,99,0
fixation,0.500052100003813,99,0
117,1,99,0
fixation,0.795553500000096,99,0
600,0.704595700000937,1,0
fixation,0.500113200003398,99,0
442,1,99,0
fixation,0.800692799995886,99,0
600,0.699457200003962,1,0
fixation,0.500145799996972,99,0
602,1,99,0
fixation,0.500088100001449,99,0
601,1,99,0
fixation,0.972257399997034,99,0
600,0.527888900003745,1,0
fixation,0.5001271000001,99,0
604,1,99,0
fixation,0.500018899998395,99,0
605,1,99,0
fixation,0.500138700001116,99,0
448,1,99,0
fixation,0.50002929999755,99,0
602,1,99,0
fixation,0.500049599999329,99,0
481,1,99,0
fixation,0.943279199993412,99,0
600,0.557222500006901,1,0
fixation,0.866753399997833,99,0
600,0.633733599999687,1,0
fixation,0.500076100004662,99,0
605,1,99,0
fixation,0.500066499997047,99,0
603,1,99,0
fixation,0.500118100004329,99,0
542,1,99,0
fixation,0.500059899997723,99,0
607,1,99,0
fixation,0.500077900003816,99,0
605,1,99,0
fixation,0.500089499997557,99,0
609,1,99,0
fixation,0.500053600000683,99,0
529,1,99,0
fixation,0.500039500002458,99,0
608,1,99,0
fixation,0.500045300002967,99,0
606,1,99,0
fixation,0.500071299997217,99,0
602,1,99,0
fixation,0.500105500002974,99,0
605,1,99,0
fixation,0.924117499998829,99,0
600,0.576029099996958,1,0
fixation,0.500006599999324,99,0
326,1,99,0
fixation,0.500061699996877,99,0
609,1,99,0
fixation,0.500004600005923,99,0
604,1,99,0
fixation,0.50003260000085,99,0
602,1,99,0
fixation,0.883362900000066,99,0
600,0.616787899998599,1,0
fixation,0.500061999999161,99,0
114,1,99,0
fixation,0.915100600002916,99,0
600,0.585044599996763,1,0
fixation,0.500020199993742,99,0
609,1,99,0
fixation,0.500020999999833,99,0
523,1,99,0
fixation,0.500131700006023,99,0
602,1,99,0
fixation,0.500027200003387,99,0
273,1,99,0
fixation,0.500103200000012,99,0
294,1,99,0
fixation,0.500013100005162,99,0
608,1,99,0
fixation,0.96631580000394,99,0
600,0.5338294999965,1,0
fixation,0.500042300001951,99,0
601,1,99,0
fixation,0.50001290000364,99,0
605,1,99,0
fixation,0.500069399997301,99,0
253,1,99,0
fixation,0.500099199998658,99,0
113,1,99,0
fixation,0.500105799997982,99,0
601,1,99,0
fixation,0.500009399998817,99,0
608,1,99,0
fixation,0.500074000003224,99,0
609,1,99,0
fixation,0.670274000003701,99,0
600,0.830168399996182,1,0
fixation,0.500070800000685,99,0
601,1,99,0
fixation,0.500084300001618,99,0
608,1,99,0
fixation,0.500124399994093,99,0
548,1,99,0
fixation,0.646263099995849,99,0
600,0.853886800003238,1,0
fixation,0.500001300002623,99,0
603,1,99,0
fixation,0.500018400001863,99,0
487,1,99,0
fixation,1.01808460000029,99,0
600,0.482068400000571,1,0
fixation,0.954515799996443,99,0
600,0.545977200003108,1,0
fixation,0.500129200001538,99,0
607,1,99,0
fixation,0.500015099998564,99,0
601,1,99,0
fixation,0.500055100004829,99,0
606,1,99,0
fixation,0.975900499994168,99,0
600,0.524248100002296,1,0
fixation,0.500063400002546,99,0
399,1,99,0
fixation,0.500072499999078,99,0
608,1,99,0
fixation,0.500123899997561,99,0
601,1,99,0
fixation,0.500058700003137,99,0
604,1,99,0
fixation,0.500029100003303,99,0
608,1,99,0
fixation,0.500055299999076,99,0
602,1,99,0
fixation,0.934687499997381,99,0
600,0.565758100005041,1,0
fixation,0.500024000000849,99,0
604,1,99,0
fixation,0.500060899998061,99,0
602,1,99,0
fixation,0.500107100000605,99,0
601,1,99,0
fixation,0.500026299996534,99,0
608,1,99,0
fixation,0.500068699999247,99,0
474,1,99,0
fixation,0.50011419999646,99,0
606,1,99,0
fixation,0.500004000001354,99,0
606,1,99,0
fixation,0.500111900000775,99,0
605,1,99,0
