stimulus,rt,response,accuracy
fixation,0.500011399999494,99,0
609,1,99,0
fixation,0.500005699999747,99,0
605,1,99,0
fixation,0.500104400001874,99,0
604,1,99,0
fixation,0.500127200000861,99,0
165,1,99,0
fixation,0.500004300003638,99,0
603,1,99,0
fixation,0.500031900002796,99,0
195,1,99,0
fixation,0.500010600000678,99,0
608,1,99,0
fixation,0.500134800000524,99,0
604,1,99,0
fixation,0.500105700004497,99,0
605,1,99,0
fixation,0.500054900003306,99,0
369,1,99,0
fixation,0.500062300001446,99,0
554,1,99,0
fixation,0.500039500002458,99,0
608,1,99,0
fixation,0.500068800000008,99,0
528,1,99,0
fixation,0.50009040000441,99,0
148,1,99,0
fixation,0.500062500002969,99,0
607,1,99,0
fixation,0.825431599994772,99,0
600,0.674716200002877,1,0
fixation,0.499997699997039,99,0
411,1,99,0
fixation,0.85465380000096,99,0
600,0.645828599997913,1,0
fixation,0.500011399999494,99,0
604,1,99,0
fixation,0.50009670000145,99,0
602,1,99,0
fixation,0.500123099998746,99,0
602,1,99,0
fixation,0.500047500005167,99,0
603,1,99,0
fixation,0.818533800003934,99,0
600,0.681613200002175,1,0
fixation,0.795941500000481,99,0
600,0.704205699999875,1,0
fixation,0.500086699998064,99,0
606,1,99,0
fixation,0.500037599995267,99,0
602,1,99,0
fixation,0.500108899999759,99,0
608,1,99,0
fixation,0.500079800003732,99,0
600,1,99,0
fixation,0.958731999999145,99,0
600,0.541415399995458,1,0
fixation,0.500052600000345,99,0
609,1,99,0
fixation,0.500019500002963,99,0
606,1,99,0
fixation,0.500002400003723,99,0
607,1,99,0
fixation,0.921980699997221,99,0
600,0.578164099999412,1,0
fixation,0.500121799996123,99,0
605,1,99,0
fixation,0.729776699998183,99,0
600,0.770676699998148,1,0
fixation,0.596997099994041,99,0
600,0.903153800005384,1,0
fixation,0.500092300004326,99,0
608,1,99,0
fixation,0.981171299994458,99,0
600,0.5189790000004,1,0
fixation,0.500109099994006,99,0
603,1,99,0
fixation,0.500022200001695,99,0
601,1,99,0
fixation,0.500054700001783,99,0
607,1,99,0
fixation,0.500105300001451,99,0
606,1,99,0
fixation,0.500044899999921,99,0
600,1,99,0
fixation,0.500131700006023,99,0
562,1,99,0
fixation,0.500003900000593,99,0
603,1,99,0
fixation,0.500132900000608,99,0
604,1,99,0
fixation,0.500136599999678,99,0
281,1,99,0
fixation,0.972638999999617,99,0
600,0.527510400002939,1,0
fixation,0.500093700000434,99,0
605,1,99,0
fixation,0.500030099996366,99,0
607,1,99,0
fixation,0.949249099998269,99,0
600,0.550899000001664,1,0
fixation,0.500011199997971,99,0
603,1,99,0
fixation,0.500016400001186,99,0
471,1,99,0
fixation,0.500058400000853,99,0
608,1,99,0
fixation,0.500008200004231,99,0
603,1,99,0
fixation,0.50015159999748,99,0
606,1,99,0
fixation,0.500123099998746,99,0
606,1,99,0
fixation,0.500126500002807,99,0
608,1,99,0
fixation,0.500135499998578,99,0
299,1,99,0
fixation,0.500019799997972,99,0
607,1,99,0
fixation,0.500074999996286,99,0
111,1,99,0
fixation,0.500042899999244,99,0
567,1,99,0
fixation,0.500033200005419,99,0
602,1,99,0
fixation,0.848321700002998,99,0
600,0.652142399994773,1,0
fixation,0.500000100000761,99,0
608,1,99,0
fixation,0.50000810000347,99,0
249,1,99,0
fixation,0.500036100005673,99,0
606,1,99,0
fixation,0.500046000001021,99,0
601,1,99,0
fixation,0.50005009999586,99,0
442,1,99,0
fixation,0.50005599999713,99,0
606,1,99,0
fixation,0.499999300001946,99,0
426,1,99,0
fixation,0.500087799999164,99,0
608,1,99,0
fixation,0.958303400002478,99,0
600,0.541842399994493,1,0
fixation,0.500017700003809,99,0
607,1,99,0
fixation,0.954805299996224,99,0
601,0.545661900003324,1,0
fixation,0.4999977999978,99,0
606,1,99,0
fixation,0.500011600001017,99,0
602,1,99,0
fixation,0.500025400004233,99,0
601,1,99,0
fixation,0.500114700000267,99,0
603,1,99,0
fixation,0.500030999995943,99,0
605,1,99,0
fixation,0.500102099998912,99,0
604,1,99,0
fixation,0.500102999998489,99,0
515,1,99,0
fixation,0.751930300000822,99,0
600,0.748218099994119,1,0
fixation,0.500049099995522,99,0
601,1,99,0
fixation,0.500022000000172,99,0
602,1,99,0
fixation,0.950655400003598,99,0
600,0.549494300001243,1,0
fixation,0.500083500002802,99,0
601,1,99,0
fixation,0.500031700001273,99,0
608,1,99,0
fixation,0.923228799998469,99,0
600,0.576916999998502,1,0
fixation,0.500007100003131,99,0
447,1,99,0
fixation,0.945281199994497,99,0
600,0.554869200001121,1,0
fixation,0.50005670000246,99,0
322,1,99,0
fixation,0.931690400000662,99,0
600,0.568459900001471,1,0
fixation,0.500000200001523,99,0
151,1,99,0
fixation,0.500044200001867,99,0
609,1,99,0
fixation,0.500117399998999,99,0
285,1,99,0
fixation,0.50006559999747,99,0
603,1,99,0
fixation,0.500096099996881,99,0
601,1,99,0
fixation,0.500046799999836,99,0
603,1,99,0
fixation,0.500043699998059,99,0
604,1,99,0
fixation,0.500040400002035,99,0
602,1,99,0
fixation,0.500053100004152,99,0
532,1,99,0
fixation,0.500135099995532,99,0
351,1,99,0
fixation,0.500129500003823,99,0
192,1,99,0
fixation,0.500009000003047,99,0
605,1,99,0
fixation,0.953132600006938,99,0
600,0.547013899995363,1,0
fixation,0.500069300003815,99,0
602,1,99,0
fixation,0.900885299997753,99,0
600,0.599261600000318,1,0
fixation,0.500035299999581,99,0
605,1,99,0
fixation,0.500023200002033,99,0
606,1,99,0
fixation,0.500080400001025,99,0
602,1,99,0
fixation,0.500029700000596,99,0
604,1,99,0
fixation,0.500010800002201,99,0
344,1,99,0
fixation,0.969450399999914,99,0
600,0.530697700000019,1,0
fixation,0.500071299997217,99,0
605,1,99,0
fixation,0.500100500001281,99,0
315,1,99,0
fixation,1.02051010000287,99,0
600,0.479637199998251,1,0
fixation,0.990456400002586,99,0
600,0.5096893000009,1,0
fixation,0.500045999993745,99,0
609,1,99,0
fixation,0.500057699995523,99,0
387,1,99,0
fixation,0.499998100000084,99,0
609,1,99,0
fixation,0.50000960000034,99,0
604,1,99,0
fixation,0.500045200002205,99,0
605,1,99,0
fixation,0.85861520000617,99,0
600,0.641532199995709,1,0
fixation,0.50009449999925,99,0
603,1,99,0
fixation,0.500065799998993,99,0
604,1,99,0
fixation,0.500040999999328,99,0
587,1,99,0
fixation,0.500024200002372,99,0
605,1,99,0
fixation,0.500084999999672,99,0
602,1,99,0
fixation,0.500117700001283,99,0
607,1,99,0
fixation,0.500135100002808,99,0
609,1,99,0
fixation,0.500077799995779,99,0
607,1,99,0
fixation,0.500089500004833,99,0
604,1,99,0
fixation,0.500048000001698,99,0
604,1,99,0
fixation,0.500069599998824,99,0
600,1,99,0
fixation,0.500028599999496,99,0
606,1,99,0
fixation,1.03703580000001,99,0
600,0.463115099999413,1,0
fixation,0.500129399995785,99,0
601,1,99,0
fixation,0.500001599997631,99,0
609,1,99,0
fixation,0.500125400001707,99,0
419,1,99,0
fixation,0.500117199997476,99,0
605,1,99,0
fixation,0.500074000003224,99,0
608,1,99,0
fixation,0.500003700006346,99,0
125,1,99,0
fixation,0.500136000002385,99,0
609,1,99,0
fixation,0.500092700000096,99,0
607,1,99,0
fixation,0.881864000002679,99,0
600,0.618282199997338,1,0
fixation,0.500072299997555,99,0
603,1,99,0
fixation,0.500097299998743,99,0
609,1,99,0
fixation,0.500105500002974,99,0
607,1,99,0
fixation,0.500080199999502,99,0
609,1,99,0
fixation,0.841939400001138,99,0
600,0.658211199996003,1,0
fixation,0.500112599998829,99,0
602,1,99,0
fixation,0.935337900002196,99,0
600,0.564808899995114,1,0
fixation,0.500022100000933,99,0
214,1,99,0
fixation,0.500073399998655,99,0
607,1,99,0
fixation,0.985774000000674,99,0
600,0.514372199999343,1,0
fixation,0.50006890000077,99,0
241,1,99,0
fixation,0.500111100001959,99,0
606,1,99,0
fixation,0.926312800002052,99,0
600,0.573838700001943,1,0
fixation,0.500112599998829,99,0
602,1,99,0
fixation,0.500059199999669,99,0
601,1,99,0
fixation,0.500029599999834,99,0
392,1,99,0
fixation,0.500081300000602,99,0
601,1,99,0
fixation,0.500062300001446,99,0
604,1,99,0
fixation,0.749710500000219,99,0
600,0.750437000002421,1,0
fixation,0.500028499998734,99,0
602,1,99,0
fixation,0.500128100000438,99,0
606,1,99,0
fixation,0.500127300001623,99,0
606,1,99,0
fixation,0.99731349999638,99,0
600,0.503992300000391,1,0
fixation,0.500090199995611,99,0
605,1,99,0
fixation,0.500093599999673,99,0
139,1,99,0
fixation,0.500095099996543,99,0
603,1,99,0
fixation,0.945181400005822,99,0
600,0.554966999996395,1,0
