stimulus,rt,response,accuracy
fixation,0.500103999998828,99,0
606,1,99,0
fixation,0.500095700001111,99,0
608,1,99,0
fixation,0.872561500000302,99,0
600,0.627919899998233,1,0
fixation,0.500025100001949,99,0
605,1,99,0
fixation,0.500111399996968,99,0
519,1,99,0
fixation,0.830023000002257,99,0
600,0.670125399999961,1,0
fixation,0.500105899998744,99,0
438,1,99,0
fixation,0.98776729999372,99,0
600,0.512397099999362,1,0
fixation,0.500035800003388,99,0
445,1,99,0
fixation,0.500124700003653,99,0
609,1,99,0
fixation,0.500034700002288,99,0
499,1,99,0
fixation,0.500122600002214,99,0
603,1,99,0
fixation,0.500074399998994,99,0
601,1,99,0
fixation,0.500041600003897,99,0
602,1,99,0
fixation,0.500016000005417,99,0
603,1,99,0
fixation,0.500058099998569,99,0
606,1,99,0
fixation,0.500165099998412,99,0
601,1,99,0
fixation,0.500073999995948,99,0
192,1,99,0
fixation,0.500108100000944,99,0
607,1,99,0
fixation,0.500081800004409,99,0
606,1,99,0
fixation,0.500068100001954,99,0
605,1,99,0
fixation,0.891209600005823,99,0
600,0.608939699995972,1,0
fixation,0.890245700000378,99,0
600,0.609901199997694,1,0
fixation,0.500136300004669,99,0
153,1,99,0
fixation,0.500136700000439,99,0
608,1,99,0
fixation,0.500026899993827,99,0
602,1,99,0
fixation,0.500097500000265,99,0
609,1,99,0
fixation,0.902532699998119,99,0
600,0.597612600002321,1,0
fixation,0.50002709999535,99,0
603,1,99,0
fixation,0.500048800000513,99,0
604,1,99,0
fixation,0.5000607999973,99,0
604,1,99,0
fixation,0.500025100001949,99,0
604,1,99,0
fixation,0.500011700001778,99,0
604,1,99,0
fixation,0.500072799994086,99,0
608,1,99,0
fixation,0.50008600000001,99,0
603,1,99,0
fixation,0.821976100000029,99,0
600,0.678221699999995,1,0
fixation,0.500025399996957,99,0
342,1,99,0
fixation,0.500099099997897,99,0
129,1,99,0
fixation,0.848662199998216,99,0
600,0.651826200002688,1,0
fixation,0.500083200000518,99,0
609,1,99,0
fixation,0.500125400001707,99,0
604,1,99,0
fixation,0.500096999996458,99,0
601,1,99,0
fixation,0.929642000002787,99,0
600,0.5705048000018,1,0
fixation,0.500101600002381,99,0
225,1,99,0
fixation,0.500346600005287,99,0
604,1,99,0
fixation,0.876004400000966,99,0
600,0.624142900000152,1,0
fixation,0.500118000003567,99,0
605,1,99,0
fixation,0.852606600004947,99,0
600,0.64782379999815,1,0
fixation,0.707359400003043,99,0
600,0.792786899997736,1,0
fixation,0.500055900003645,99,0
608,1,99,0
fixation,0.500045900000259,99,0
601,1,99,0
fixation,0.500082099999418,99,0
135,1,99,0
fixation,0.500131599997985,99,0
609,1,99,0
fixation,0.500128899999254,99,0
547,1,99,0
fixation,0.500093899994681,99,0
434,1,99,0
fixation,0.5000022000022,99,0
132,1,99,0
fixation,0.500062500002969,99,0
607,1,99,0
fixation,0.500011500000255,99,0
608,1,99,0
fixation,0.500077400000009,99,0
605,1,99,0
fixation,0.500027299996873,99,0
607,1,99,0
fixation,0.500021700005163,99,0
606,1,99,0
fixation,0.500144099998579,99,0
604,1,99,0
fixation,0.500083700004325,99,0
602,1,99,0
fixation,0.870311200000287,99,0
600,0.629836400003114,1,0
fixation,0.500102199999674,99,0
606,1,99,0
fixation,0.500004600005923,99,0
609,1,99,0
fixation,0.50005819999933,99,0
601,1,99,0
fixation,0.500007499998901,99,0
603,1,99,0
fixation,0.500060500002292,99,0
274,1,99,0
fixation,0.500101600002381,99,0
608,1,99,0
fixation,0.500094299997727,99,0
607,1,99,0
fixation,0.50013979999494,99,0
602,1,99,0
fixation,0.500133900000947,99,0
609,1,99,0
fixation,0.500015899997379,99,0
602,1,99,0
fixation,0.881423600003473,99,0
600,0.618722899998829,1,0
fixation,0.500029400005587,99,0
609,1,99,0
fixation,0.500095199997304,99,0
238,1,99,0
fixation,0.500133800000185,99,0
605,1,99,0
fixation,0.500034400000004,99,0
602,1,99,0
fixation,0.500074600000517,99,0
604,1,99,0
fixation,0.500005300003977,99,0
609,1,99,0
fixation,0.500109999993583,99,0
605,1,99,0
fixation,0.916724300004716,99,0
600,0.583422999996401,1,0
fixation,0.500104899998405,99,0
602,1,99,0
fixation,0.899817000004987,99,0
600,0.600329699998838,1,0
fixation,0.500090199995611,99,0
605,1,99,0
fixation,0.500038300000597,99,0
602,1,99,0
fixation,0.500057000004745,99,0
601,1,99,0
fixation,0.500128100000438,99,0
606,1,99,0
fixation,0.500050399998145,99,0
605,1,99,0
fixation,0.50009339999815,99,0
607,1,99,0
fixation,0.500082500002463,99,0
606,1,99,0
fixation,0.500014400000509,99,0
609,1,99,0
fixation,0.976538700000674,99,0
600,0.523946500004968,1,0
fixation,0.500119699994684,99,0
603,1,99,0
fixation,0.500133300003654,99,0
375,1,99,0
fixation,0.500041200000851,99,0
606,1,99,0
fixation,0.500040899998567,99,0
601,1,99,0
fixation,0.539918400005263,99,0
600,0.960227700001269,1,0
fixation,0.500059999998484,99,0
545,1,99,0
fixation,0.50009819999832,99,0
603,1,99,0
fixation,0.500030099996366,99,0
607,1,99,0
fixation,0.89757990000362,99,0
600,0.602566399997158,1,0
fixation,0.500082999998995,99,0
169,1,99,0
fixation,0.500024799999665,99,0
608,1,99,0
fixation,0.95977049999783,99,0
600,0.540377200006333,1,0
fixation,0.500099100005173,99,0
603,1,99,0
fixation,0.500125800004753,99,0
609,1,99,0
fixation,0.996750300000713,99,0
600,0.503396500003873,1,0
fixation,0.500019400002202,99,0
587,1,99,0
fixation,1.0210780999987,99,0
600,0.479104999998526,1,0
fixation,0.500059099998907,99,0
453,1,99,0
fixation,0.500035400000343,99,0
605,1,99,0
fixation,0.500109699998575,99,0
604,1,99,0
fixation,0.500030299997889,99,0
314,1,99,0
fixation,0.50002339999628,99,0
299,1,99,0
fixation,0.500126300001284,99,0
607,1,99,0
fixation,0.500009800001862,99,0
267,1,99,0
fixation,0.500052499999583,99,0
606,1,99,0
fixation,0.500134399997478,99,0
542,1,99,0
fixation,0.500003799999831,99,0
213,1,99,0
fixation,0.500066100001277,99,0
609,1,99,0
fixation,0.50008529999468,99,0
605,1,99,0
fixation,0.909252400000696,99,0
600,0.590894600005413,1,0
fixation,0.500135900001624,99,0
609,1,99,0
fixation,0.500082299993664,99,0
473,1,99,0
fixation,0.500042400002712,99,0
605,1,99,0
fixation,0.50011600000289,99,0
413,1,99,0
fixation,0.50009410000348,99,0
606,1,99,0
fixation,0.500109699998575,99,0
468,1,99,0
fixation,0.500075500000094,99,0
607,1,99,0
fixation,0.500110100001621,99,0
592,1,99,0
fixation,0.500071900001785,99,0
609,1,99,0
fixation,0.876822199999879,99,0
600,0.623325000000477,1,0
fixation,0.500091399997473,99,0
605,1,99,0
fixation,0.500057600002037,99,0
603,1,99,0
fixation,0.522504299995489,99,0
600,0.977646300001652,1,0
fixation,0.500046799999836,99,0
381,1,99,0
fixation,0.499998699997377,99,0
607,1,99,0
fixation,0.500030299997889,99,0
607,1,99,0
